FRASE
el acceso a este congelador está limitado de alguna manera
hay una boca de incendios junto a una señal roja
hay una boca de incendios que está pintada toda plateada
hay una boca de incendios roja entre grava y arbustos
hay una boca de incendios roja parcialmente cubierta de ceniza
hay una boca de incendios rosa con un sombrero negro
hay una boca de incendios rosa rota en una acera
hay una cacerola llena de líquido encima de la estufa
hay una cacerola redonda cubierta con aluminio en la estufa
hay una caja con muchas verduras y frutas en ella
hay una cama con estructura de metal y sin colchón
hay una cama junto a la ventana de un dormitorio
hay una cama pequeña dentro de una habitación muy pequeña
hay una cama una chimenea y sillas en un dormitorio
hay una cámara y un plátano encima de una roca
hay una camioneta que está estacionada debajo de un cobertizo
hay una canasta con hermosas flores y frutas en ella
hay una carne de patata y zanahorias en el plato
hay una cebra adulta y una cebra joven caminando juntas
hay una cebra en medio de un área de pastizales
hay una cebra muy alta parada sola en la naturaleza
hay una cebra que está de pie junto al agua
hay una chef mayor en la cocina de un restaurante
hay una chica sentada en la oscuridad usando una computadora
hay una cometa de colores volando alto en el cielo
hay una computadora dell que está encima de un escritorio
hay una computadora portátil en el escritorio con un giroscopio
hay una computadora portátil en un escritorio lleno de gente
hay una computadora portátil negra al lado de un escritorio
hay una computadora portátil que está en una mesa pequeña
hay una computadora portátil que tiene pegatinas en la mesa
hay una computadora portátil y un escritorio en esta mesa
hay una computadora portátil y un escritorio en este escritorio
hay una computadora portátil y una computadora en el escritorio
hay una copa de vino al lado de una computadora
hay una ensalada de sándwich y fruta en el plato
hay una escultura de cabeza de cerdo rodeada de apliques
hay una estatua de un beisbolista que parece de cera
hay una estatua de un hombre que sostiene una pizza
hay una estructura azul con un reloj y un cartel
hay una estufa vieja con ollas viejas en los quemadores
hay una exhibición de globos cerca de la torre eiffel
hay una exhibición de osos de peluche en una tienda
hay una familia de elefantes que incluye un elefante bebé
hay una flor rosa y en la distancia un tren
hay una foto borrosa de un surfista saliendo del agua
hay una foto de sábanas y almohadas blancas y limpias
hay una foto de un hombre colgando en la habitación
hay una foto de una cebra parada en la tierra
hay una foto de una cocina con fregadero y estufa
hay una foto de una mujer sosteniendo una computadora portátil
hay una foto de una persona montando una moto yamaha
hay una fuente de agua en el parque con agua
hay una furgoneta blanca que está parada en la carretera
hay una gaviota grande que está nadando en el agua
hay una gran torre con un reloj en el medio
hay una gran ventana sobre el fregadero de la cocina
hay una guía de imágenes para hacer pastel de chocolate
hay una habitación con varias computadoras portátiles en las mesas
hay una hoja de pegatinas que van en un teclado
hay una imagen de cerca de una rosquilla de azúcar
hay una imagen de un baño con dos lavabos allí
hay una imagen de un hombre vestido con un traje
hay una imagen de un oso saltando sobre otro oso
hay una imagen de una sala de estar con mecedoras
hay una imagen del hombre haciendo cosas en la mesa
hay una jirafa que está de pie en el suelo
hay una jugadora de tenis jugando un partido de tenis
hay una maleta que parece estar llena de bocadillos extranjeros
hay una manada de animales corriendo frente a un hombre
hay una manada de elefantes parados juntos en el agua
hay una mesa y sillas en medio de una cocina
hay una motocicleta amarilla que está estacionada en la calle
hay una motocicleta pintada a medida con un asiento negro
hay una mujer agachada con una raqueta jugando al tenis
hay una mujer caminando por la acera de la ciudad
hay una mujer con esquís al lado de un perro
hay una mujer con tres perros diferentes en el parque
hay una mujer con una bata acostada en la cama
hay una mujer con una bufanda rosa en una motocicleta
hay una mujer jinete montando una manguera sobre el obstáculo
hay una mujer jugando con una cometa con dos niños
hay una mujer montando una patineta frente a un auto
hay una mujer parada al lado de un pequeño elefante
hay una mujer parada bajo la lluvia con un paraguas
hay una mujer parada en una calle de la ciudad
hay una mujer que está comiendo comida en el plato
hay una mujer que esta jugando tenis en la cancha
hay una mujer que está sentada y usando su teléfono
hay una mujer que lleva un pañuelo con una motocicleta
hay una mujer que va montada en un caballo blanco
hay una mujer sentada en el banco rodeada de arbustos
hay una mujer sentada en el sofá jugando un videojuego
hay una mujer sentada en la arena de la playa
hay una mujer sentada en un sofá jugando un videojuego
hay una mujer sentada en una manta haciendo un picnic
hay una mujer sentada en una mesa comiendo un pastel
hay una mujer sonriendo en una mesa con un pastel
hay una mujer sosteniendo a una niña tomando una foto
hay una mujer sosteniendo un paraguas caminando en la nieve
hay una mujer sosteniendo un paraguas frente a un castillo
hay una mujer sosteniendo un perro con un sombrero puesto
hay una mujer y un niño alimentando a un elefante
hay una niña pequeña sosteniendo un juguete de peluche blanco
hay una niña sosteniendo un teléfono celular en sus sabuesos
hay una olla de cocción lenta blanca cocinando un pollo
hay una pantalla de computadora con un teclado blanco delante
hay una parada de tres vías frente a un edificio
hay una pared de papel y carteles en esta acera
hay una pequeña casa exterior que está hecha de madera
hay una pequeña muñeca de peluche tirada en la cama
hay una pequeña pizza personal en una tabla de cortar
hay una pequeña porción de pizza en un plato verde
hay una pequeña sombrilla de cóctel frente a las velas
hay una pequeña torre en el centro de una acera
hay una persona con un gran sándwich en la mano
hay una persona disfrazada de mascota saludando a la multitud
hay una persona sentada en el inodoro usando el baño
hay una persona sosteniendo un teléfono celular en una mano
hay una persona surfeando en una ola en el océano
hay una pieza de equipaje que tiene un trapo dentro
hay una pintura de una mujer sosteniendo un paraguas rojo
hay una pizza de espinacas frente a la chica rubia
hay una pizza en el plato con queso y carne
hay una pizza fresca que acaba de salir del horno
hay una pizza grande en un plato blanco y azul
hay una pizza pequeña de tamaño personal en una bandeja
hay una pizza pequeña que está en un plato blanco
hay una pizza recién hecha puesta en un plato blanco
hay una rebanada de pizza con pepperoni y piña encima
hay una receta de puré de patatas y perritos calientes
hay una rosa roja en un jarrón de agua transparente
hay una sala de control con varios tableros y pantallas
hay una sala de espera vacía con un reloj encima
hay una sala de estar con una amplia vista abierta
hay una sala de estar con una mesa y tv
hay una señal de alto clavada en la puerta blanca
hay una señal de alto en el poste de madera
hay una señal de alto en medio de esta calle
hay una señal de alto en un cruce de tren
hay una señal de cruce con una cara sonriente verde
hay una silla de metal y madera en un jardín
hay una sub fiesta muy grande cortada en muchos pedazos
hay una taza con algún tipo de decoración de espuma
hay una taza de pepsi y un plato de comida
hay una torre de clic en el frente del edificio
hay una torre muy alta que tiene un reloj encima
hay una torre vieja con un reloj en el centro
hay una vaca en medio de una carretera muy transitada
hay una vaca grande que camina junto a un auto
hay una vaca parada a la sombra debajo del árbol
hay una vaca y otros animales variados en un corral
hay una ventana directamente encima del fregadero de la cocina
hay una vieja boca de incendios oxidada en la calle
hay una vista de cerca de un pastel de pizza
hay una vista de un banco y casas colina abajo
hay una vista muy cercana de una señal de alto
hay varias bolsas de equipaje que están en el piso
hay varias fotos del mismo hombre parado en la cocina
hay varias vacas que se ven tiradas en la hierba
hay varios artículos en los estantes etiquetados para la venta
hay varios caballos tirando de vagones con personas en ellos
hay varios lavabos y dispensadores de jabón en el baño
hay varios letreros colgando de una pared de la cocina
hay varios osos de peluche de vacaciones en un escaparate
hay vastas áreas de cadenas montañosas de esquí para conquistar
hay verduras frescas que incluyen col de brócoli y pimientos
hay y avión en el cielo volando sobre algunos árboles
la acera fuera de un restaurante que parece estar desierto
la anciana está alimentando a los pájaros en la calle
la anciana está en la cocina lista para hacer comida
la antigua cocina y la mesa están amuebladas con madera
la bandada de pájaros se está alimentando en el agua
la bandada de pájaros viaja muy cerca en el cielo
la bandera está en el poste al lado del edificio
la bañera está en un rincón con tres ventanas rodeándola
la bañera y el inodoro de este baño son negros
la báscula está al lado del inodoro en el baño
la bicicleta está apoyada en un poste en la calle
la bicicleta está bloqueada en la pared de metal verde
la boca de incendios amarilla está oxidada en la acera
la boca de incendios en la hierba verde es roja
la boca de incendios está bastante lejos de la carretera
la boca de incendios está pintada de amarillo y naranja
la boca de incendios roja está al costado del edificio
la boca de incendios tiene al lado de la carretera
la boca de incendios tiene algo escrito en su costado
la cabaña está muy limpia y vacía llena de madera
la cabeza de un elefante se asoma fuera del agua
la cabeza de un perro negro sobresale del oleaje espumoso
la cabeza de una cebra comiendo hierba en un zoológico
la cabeza y los hombros de una cebra en silueta
la calle está bloqueada por un camión y una grúa
la calle está llena de letreros de tiendas y gente
la calle tiene un letrero con un hombre en él
la cama con dosel tiene almohadas dispuestas sobre el colchón
la cama de alguien donde dejaron un osito de peluche
la cama de la habitación del hotel está bien hecha
la cama de una habitación de hotel está recién hecha
la cama del dormitorio está hecha y lista para dormir
la cama del hospital es de metal y tiene ruedas
la cama del perro está configurada para un perro mimado
la cama está hecha con una manta morada y verde
la cama está hecha en la esquina de la habitación
la cama ha sido cuidadosamente hecha y las almohadas arregladas
la camioneta amarilla está estacionada al costado de la carretera
la camioneta está estacionada cerca de un campo de girasoles
la camioneta tiene un compartimento de almacenamiento en la caja
la cara del reloj en el exterior de un edificio
la carne y el brócoli están sentados en un plato
la carne y las verduras componen una cena típica americana
la carne y las verduras están en un plato blanco
la carne y las verduras están sentadas en un plato
la casa está al lado de la intersección del semáforo
la cáscara de naranja está en el banco de madera
la cebra bebé está en la hierba con su padre
la cebra de tamaño mediano está mirando a la cámara
la cebra está confinada dentro de la cerca de alambre
la cebra está de pie en medio de un campo
la cebra está parada justo al lado de una pared
la cebra joven ha comenzado a formar sus rayas adultas
la cebra mira hacia arriba mientras está acostada de lado
la celda de la cárcel se ve deteriorada y sucia
la celda tiene un inodoro y un lavabo en ella
la cena de tres platos se sirve en una mesa
la cena es pescado zanahorias y un rollo de trigo
la cerámica se muestra en un estante en un edificio
la cesta de la bicicleta está llena de manzanas amarillas
la chica con gafas está comiendo un trozo de pizza
la chica con un suéter rosa está jugando un videojuego
la chica de pantalones cortos sostiene una raqueta de tenis
la chica del suéter verde está acostada en la cama
la chica está usando su celular para tomarse una selfie
la cima de la montaña está cubierta de nieve blanca
la ciudad se refleja en la plata de la caja
la cocina anticuada con electrodomésticos antiguos está limpia pero vacía
la cocina blanca y moderna es de una casa residencial
la cocina con horno verde sobre suelo de baldosas blancas
la cocina con utensilios en la pared es muy antigua
la cocina contemporánea está llena de todos los electrodomésticos modernos
la cocina está amueblada con cajones y armarios de madera
la cocina está equipada con todos los electrodomésticos más nuevos
la cocina está limpia y la luz se quedó encendida
la cocina está limpia y lista para que la usemos
la cocina está limpia y lista para que la veamos
la cocina está limpia y lista para ser cocinada en
la cocina está llena de muchas ollas y sartenes usadas
la cocina grande tiene muchos gabinetes y cajones de madera
la cocina necesita ser limpiada antes de que podamos usarla
la cocina permanece vacía y sin uso durante el día
la cocina tiene encimeras brillantes y gabinetes de madera marrón
la cocina tiene estufa y fregadero con ollas y sartenes
la cocina tiene gabinetes de madera y sobres de granito
la cola de un gato negro sobre una laptop plateada
la colorida cama del niño está metida en este rincón
la comida consiste en brócoli de res y otras verduras
la comida consiste en pollo picado con queso y brócoli
la comida cubierta está sentada en un mostrador de cocina
la comida de algún tipo está apilada en un plato
la comida en el plato está lista para ser consumida
la comida en el plato parece ser carne y verduras
la comida en la imagen es publicidad de un restaurante
la comida está en el bol lista para ser consumida
la comida está en la mesa y lista para comer
la comida está en un plato blanco con flores verdes
la comida está lista en la bandeja para ser consumida
la comida está lista para ser consumida en la mesa
la comida ha sido emplatada en dos bandejas pequeñas separadas
la comida se cocina en un microondas de acero inoxidable
la comida se prepara en el plato sobre la mesa
la comida se prepara en la mesa de la cocina
la comida se sienta en platos alineados en un mostrador
la comida se va a cocinar en un horno tostador
la comida y la bebida alcohólica están sobre la mesa
la cómoda alta está entre una cama y una ventana
la computadora está en el escritorio frente a la ventana
la computadora está encendida en la estación de trabajo desordenada
la computadora portátil blanca está apagada pero se deja abierta
la computadora portátil comparte el escritorio con la computadora convencional
la computadora portátil está apoyada sobre otro teclado y mouse
la computadora portátil está en el escritorio bajo la luz
la computadora portátil está encima de una pila de cajas
la computadora portátil se deja abierta afuera junto al banco
la computadora portátil se encuentra cerca de la ventana doble
la copa tiene una planta que crece fuera de ella
la cortina de la ducha está cerrada en el baño
la dama está sentada en el banco sosteniendo su bolso
la ducha en un baño moderno en blanco y negro
la ensalada es colorida y se ve apetitosa y abundante
la entrada principal a una estación de autobuses en norwich
la entrada y salida a un estacionamiento cubierto de nieve
la escultura del elefante está rociada con pintura azul metalizada
la espaciosa sala de estar tiene pisos de madera dura
la espalda de dos mujeres sosteniendo paraguas y cargando bolsas
la espalda de un hombre mirando a una jirafa adulta
la espátula está debajo de la mitad de una pizza
la esquiadora abre las piernas y salta una pequeña colina
la esquina de un techo con árboles en el fondo
la estantería está al lado de muchos tazones de fruta
la estatua de un hombre sentado está cerca del océano
la estatua en el banco está leyendo un periódico grande
la estrella es una decoración de los árboles y bancos
la exhibición de halloween incluye una telaraña y muchas calabazas
la fachada frontal de un antiguo edificio de estilo gótico
la familia de los elefantes camina cerca de las rocas
la familia de los elefantes camina juntos en línea recta
la famosa esquina de haight y ashbury en san francisco
la fila de personas monta a caballo por las llanuras
la fila trasera de edificios de residencias en la noche
la flor comienza a crecer y florecer frente al banco
la forma en que sujetan el tenedor es bastante peculiar
la fruta está bien dispuesta en estantes de exhibición escalonados
la fuerza en un partido de tenis puede resultar exitosa
la furgoneta de las tortugas ninja mutantes adolescentes pintada creativamente
la furgoneta está conduciendo por la calle en el tráfico
la gente a caballo está arreando vacas por una calle
la gente aborda un avión en medio de la lluvia
la gente anda en bicicleta fuera de una bolera bosch
la gente anda en bicicleta y patineta en su calle
la gente anda en patineta junto al océano al atardecer
la gente anda por las calles con los paraguas arriba
la gente camina cerca de los muchos autobuses turísticos estacionados
la gente camina cerca de una calle bajo la lluvia
la gente camina con dos niños en un vagón rojo
la gente camina en un distrito comercial lleno de gente
la gente camina en un jardín con bancos y flores
la gente camina frente a una línea de autobuses estacionados
la gente camina junto a la pantalla del equipo telefónico
la gente camina junto a una fila de motocicletas estacionadas
la gente camina junto al camión rojo en la calle
la gente camina por el camino cerca de las tiendas
la gente camina por la acera junto a un río
la gente camina por la calle cerca de un camión
la gente camina por la calle cerca de varios negocios
la gente camina por la calle con los paraguas abiertos
la gente camina por la calle en un día lluvioso
la gente camina por la calle y algunos llevan corbatas
la gente camina por la nieve en una zona boscosa
la gente camina por la orilla junto a un acantilado
la gente camina por las vías cuando llega el tren
la gente camina por un mercado abierto haciendo sus compras
la gente camina por un sendero mientras cruza la calle
la gente camina por una calle concurrida de la ciudad
la gente camina por una calle europea mientras sostiene paraguas
la gente camina y los autos conducen en una ciudad
la gente cocina a la parrilla en una cocina comercial
la gente coloca sombrillas en la playa junto a mantas
la gente compra productos en un mercado al aire libre
la gente cruza la calle en la concurrida ciudad china
la gente disfruta de la playa en un día nublado
la gente empieza a subir a un gran autobús verde
la gente en bicicleta está esperando para cruzar la calle
la gente en el camión está montando en el desfile
la gente en la multitud está usando paraguas para protegerse
la gente en las motocicletas está corriendo en la pista
la gente en un puerto aéreo ordena mucho equipaje etiquetado
la gente espera a que llegue su equipaje al aeropuerto
la gente espera su señal para cruzar una calle concurrida
la gente esquía juntos por una montaña cubierta de nieve
la gente está alimentando a la jirafa en el zoológico
la gente está alimentando a las jirafas en el zoológico
la gente está alimentando a una jirafa en el zoológico
la gente está alimentando a una jirafa en un recinto
la gente está alineada por un camión de comida rojo
la gente está atendiendo a los elefantes mientras otros miran
la gente está bajando por una montaña cubierta de nieve
la gente está caminando hay un reloj en el camino
la gente está caminando por la calle en la ciudad
la gente está caminando por una acera en una ciudad
la gente está comiendo rebanadas de pizza en la mesa
la gente está comiendo y bebiendo alrededor de una mesa
la gente está de pie en una vía del tren
la gente está de pie mientras se vuela una cometa
la gente está de pie y mirando estatuas de cebra
la gente está debajo de una carpa para comprar productos
la gente está descansando en la playa bajo las sombrillas
la gente está disfrutando de su tiempo en la playa
la gente está en el agua en tablas con velas
la gente está en la playa con edificios al fondo
la gente está en la playa en trajes de baño
la gente está en la playa mientras vuelan varias cometas
la gente está en mesas de comedor en un tren
la gente está en un auto con tres computadoras portátiles
la gente está en un bote pequeño con remos verdes
la gente está en un bote pequeño en el océano
la gente está en un muelle oscuro cerca del agua
la gente está en un semáforo en una calle nevada
la gente está en una habitación jugando un juego electrónico
la gente está entrando por las puertas de la tienda
la gente está esperando en el aeropuerto con su equipaje
la gente está esperando en el banco en una estación
la gente está esperando para esquiar en la montaña nevada
la gente está esperando para probar un simulador de surf
la gente está esquiando en la zona cubierta de nieve
la gente está esquiando en una colina en la nieve
la gente está esquiando por la colina cubierta de nieve
la gente está esquiando por un camino cubierto de nieve
la gente está esquiando por una colina cubierta de nieve
la gente está esquiando por una larga pista de esquí
la gente está esquiando por una montaña cubierta de nieve
la gente está jugando al béisbol mientras el público mira
la gente está jugando al tenis frente a una multitud
la gente está jugando béisbol en un campo de béisbol
la gente está jugando con las computadoras en una mesa
la gente está jugando tenis adentro juntos en el evento
la gente está mirando a los elefantes en el zoológico
la gente está mirando a los elefantes y tomando fotos
la gente está montando a caballo tiró la zona boscosa
la gente está montando caballos en un camino de hierba
la gente está montando en motocicletas alrededor de una pista
la gente está montando en motocicletas en una carretera escénica
la gente está montando en motocicletas juntos por una calle
la gente está montando en un barco en un puerto
la gente está navegando por los caminos en el agua
la gente está parada afuera cerca de contenedores de fruta
la gente está parada afuera de un avión con equipaje
la gente está parada afuera por la noche con sombrillas
la gente está parada en una playa donde vuelan cometas
la gente está parada frente a los camiones de comida
la gente está parada frente a un refrigerador mirando fruta
la gente está parada frente a una tienda con perros
la gente está paseando a sus caballos por la playa
la gente está practicando en un parque de patinaje cubierto
la gente está sentada afuera comiendo pizza de una caja
la gente está sentada bajo los paraguas mientras monta elefantes
la gente está sentada en el suelo en bancos impares
la gente está sentada en la arena de la playa
la gente está sentada en las mesas esperando ser atendidas
la gente está sentada en sillas en teléfonos y computadoras
la gente está sentada en una mesa bebiendo una bebida
la gente está sentada en una mesa y comiendo pizza
la gente está sentada sobre elefantes con una silla pequeña
la gente está sentada y de pie con mucho equipaje
la gente está sentada y viendo algo en un auditorio
la gente está subiendo al tren para dar un paseo
la gente está tirada en la hierba con un paraguas
la gente está toda en un restaurante algunos están sentados
la gente está tumbada en la playa bajo las sombrillas
la gente está usando controles remotos para jugar un videojuego
la gente está viendo una película en su computadora portátil
la gente está volando cometas afuera junto a los escalones
la gente está volando cometas en una playa de arena
la gente está volando sus cometas en un campo grande
la gente está volando una cometa roja en el cielo
la gente estaba afuera a punto de abordar el avión
la gente intenta pagar un parquímetro con un cartel delante
la gente juega wii en una convención en un salón
la gente juega y nada en el agua del océano
la gente llena la plaza frente a un edificio histórico
la gente mira al niño sosteniendo una raqueta de tenis
la gente mira como una vaca camina por el interior
la gente mira mientras compite un snowboarder en el aire
la gente mira varios camiones de comida en la ciudad
la gente monta elefantes y otras personas se paran cerca
la gente monta esquís en la nieve en una calle
la gente navega en un pequeño bote en el agua
la gente participa en una conferencia telefónica en el vestíbulo
la gente pasa por delante del edificio de importancia histórica
la gente se alinea en las calles viendo un desfile
la gente se baja de un autobús por la noche
la gente se disfraza y vende artículos en la calle
la gente se divierte en una playa llena de gente
la gente se lo está pasando bien en esta foto
la gente se para en la playa mientras otros nadan
la gente se para fuera de una serie de tiendas
la gente se para y mira un elefante pintado real
la gente se prepara para esquiar en el bosque nevado
la gente se reúne alrededor de una mesa con comida
la gente se reúne bajo un cartel de imitadores femeninos
la gente se reúne en una acera bajo algunos árboles
la gente se ríe de las payasadas de un elefante
la gente se sienta en un banco rodeada de agua
la gente se sienta mientras otro hombre toma una foto
la gente sonríe mientras participa en un corte de cinta
la gente sostiene carteles tal vez protestando junto al tráfico
la gente usa rickshaws para transportar equipaje por la calle
la gente ve una caravana compuesta por automóviles y motocicletas
la gente viaja en una lancha motora en el agua
la gente vuela cometas cerca del agua en una colina
la gente vuela cometas en un parque junto al agua
la gente yacía en la playa debajo de las sombrillas
la gorra de béisbol azul está sentada sobre una mesa
la gran cama de madera tallada está en la habitación
la gran casa gris se encuentra en la calle nirvana
la gran multitud de personas se para en una acera
la gran silla roja está ocupada por un pequeño caballito
la gran torre del reloj se puede ver calle abajo
la gran torre del reloj tiene un techo verde claro
la grúa está tirando de un cuidado por la calle
la habitación del hotel tiene mucha iluminación y un televisor
la habitación está amueblada con muebles antiguos de diferentes tipos
la habitación familiar está limpia y lista para los invitados
la habitación tiene muchos carteles y cuadros en la pared
la habitación tiene un sofá de cuero y dos sillas
la hélice de un avión blanco volando y un río
la hiedra está creciendo en las paredes de un edificio
la hierba crece sobre las vías en un cruce ferroviario
la identificación de la niña lamiendo la cuchara de masa
la imagen muestra a una vaquera que monta un novillo
la imagen muestra diferentes etapas de un esquiador de salto
la imagen muestra la parte trasera de una vaca lechera
la imagen muestra los techos y campanarios de muchos edificios
la jarra de la licuadora está llena de verduras picadas
la jirafa bebé estira el cuello para mirar a mamá
la jirafa con manchas marrones está parada en el recinto
la jirafa descansa mientras espera que le sirvan la comida
la jirafa es alta y tiene grandes manchas en ellas
la jirafa espera en un recinto con piso de tierra
la jirafa está afuera para que la vean los visitantes
la jirafa está caminando por los vehículos que están estacionados
la jirafa está caminando por un sendero arbolado del parque
la jirafa está cruzando una calle frente a un auto
la jirafa está de pie directamente debajo de un árbol
la jirafa está de pie en medio de un campo
la jirafa está de pie junto a un árbol alto
la jirafa está parada sola afuera junto a los árboles
la jirafa está sentada sola en medio de la hierba
la jirafa está sentada y mirando a la más alta
la jirafa está sola afuera sin nada a su alrededor
la jirafa está sola en el área de safari abierta
la jirafa joven está de pie cerca de la cerca
la jirafa se encuentra cerca de un grupo de arbustos
la jirafa se encuentra cerca de una puerta doble abierta
la jirafa se relaja a la sombra en el parque
la jirafa tiene la cabeza contra el tronco del árbol
la jirafa y la cebra comparten un área de alimentación
la jirafa y otros animales se paran en la llanura
la joven detrás de la barra está sirviendo una bebida
la joven está comiendo una comida sentada en la mesa
la joven está parada bajo la lluvia bajo su paraguas
la joven está tratando de jugar un partido de fútbol
la joven se apoya en un refrigerador en la acera
la joven se está tomando una selfie en el museo
la joven se sienta en el bordillo de la acera
la ladera de una montaña nevada con algunas personas caminando
la lancha está pasando un faro en una pequeña isla
la lluvia cae sobre el auto blanco en la calle
la locomotora de un tren lanzando humo por una vía
la locomotora es seguida por una fila de vagones abiertos
la luna con vistas a los barcos en el puerto
la luna en el cielo sobre un avión de pasajeros
la luz brilla en una cocina limpia con electrodomésticos blancos
la luz verde está encendida para que los autos avancen
la madre y el elefante bebé están en el agua
la maleta está detrás de la silla en el césped
la maleta está en el suelo con su contenido alrededor
la manada de vacas viaja junta en la niebla afuera
la manguera contra incendios está conectada al antiguo hidrante blanco
la mano de alguien sosteniendo la mitad de un bocadillo
la mano de alguien sosteniendo un sándwich de hot dog
la mano de un bebé se aferra a las sábanas
la mano de una persona con un par de tijeras
la mano de una persona cortando una pizza con ingredientes
la mano de una persona sosteniendo un teléfono inteligente activo
la mano de una persona tocando un teléfono celular pequeño
la mano está apuntando un control remoto a una pantalla
la mano izquierda de un hombre acariciando un gato montés
la maquinaria de esta sala está oxidada y es vieja
la masa se forma en un círculo en la tela
la mascota del partido de béisbol está en el campo
la mayor parte de la imagen no se puede ver
la mayoría de la gente no come pizza con tenedor
la mesa de picnic se encuentra en el campo aislado
la mesa está cubierta con muchos tazones de comida diferentes
la mesa está cubierta de pan de pizza y condimentos
la mesa está cubierta de vino de pizza y cerveza
la mesa está llena de cucharas y utensilios de madera
la mesa está sentada con flores rosas en jarrones blancos
la mesa ha sido decorada con un look muy moderno
la mesa tiene un arreglo floral en un jarrón adornado
la mesa tiene un jarrón con flores rojas y amarillas
la mesa tiene un jarrón con un centro floral blanco
la mesa y las sillas están desocupadas en la librería
la mirada interior a la maquinaria dentro de una fábrica
la mitad de un pastel con un cuchillo de mantequilla
la mitad de un pastel está sentado en el mostrador
la mitad de un pastel se sienta en un plato
la mitad de un perrito caliente con diferentes ingredientes encima
la mitad de un trozo de pizza en un plato
la mitad de una pizza que está sobre una mesa
la mitad de una pizza se sienta encima del plato
la mitad inferior de la cara barbuda de un hombre
la mitad inferior de una jirafa con una pierna doblada
la moto está estacionada cerca del letrero en la pared
la moto viene por la calle con las luces encendidas
la motocicleta antigua está estacionada al lado de un camión
la motocicleta está estacionada al costado de la carretera pavimentada
la motocicleta está estacionada en la acera junto al agua
la motocicleta fue utilizada para la decoración por el agua
la motocicleta honda está estacionada al lado de las bicicletas
la mujer camina con cuidado a través de las hojas
la mujer camina con una mochila rodante por el callejón
la mujer de rojo y negro está esquiando cuesta abajo
la mujer en traje de baño está alcanzando el voleibol
la mujer está acicalando a su caballo mientras está enganchado
la mujer está apuntando a un teléfono en una cubierta
la mujer está buscando lo que necesita en el refrigerador
la mujer está colocando un pavo en una sartén negra
la mujer está disfrutando de su perro caliente muy grande
la mujer está disfrutando de su tiempo en el teclado
la mujer está en el agua jugando con su perro
la mujer está feliz de estar parada en la cocina
la mujer está feliz de recibir su pastel de cumpleaños
la mujer está horneando galletas y poniéndolas en el horno
la mujer está jugando al tenis mientras una multitud mira
la mujer está poniendo un perrito caliente en el bollo
la mujer está sacando comida de la olla para comer
la mujer está saltando y golpeando una pelota de voleibol
la mujer está sentada a la mesa con los postres
la mujer está sentada a la mesa y comiendo pizza
la mujer está sentada en el sofá viendo la televisión
la mujer está sentada en el suelo tocando la nevera
la mujer está sentada en un escritorio mirando una computadora
la mujer está sentada sosteniendo su teléfono en la oreja
la mujer está surfeando hábilmente a través de una ola
la mujer está tomando una foto de la jirafa alta
la mujer está trabajando en el mostrador de la cocina
la mujer está trabajando en su computadora en el escritorio
la mujer está usando un peine mientras corta el cabello
la mujer está usando una máquina para ordeñar la vaca
la mujer está vendiendo mucha fruta en el puesto hoy
la mujer golpea una pelota de tenis con su raqueta
la mujer le está entregando un paquete a otra persona
la mujer lleva una corbata y posa para una foto
la mujer mayor con las gafas está cosiendo el material
la mujer mayor está admirando el paseo del pavo real
la mujer monta el caballo blanco mientras los espectadores miran
la mujer prepara su caballo para una competencia de salto
la mujer protege su piel del sol con el paraguas
la mujer que pasea a un perro sostiene un paraguas
la mujer que sostiene un paraguas camina hacia una puerta
la mujer que sostiene un paraguas camina por la pasarela
la mujer que sostiene un paraguas está leyendo un folleto
la mujer que usa los cielos está vestida de negro
la mujer se apoya en la cerca frente al caballo
la mujer se está tomando una foto con la jirafa
la mujer se lava los dientes con un cepillo redondo
la mujer se para al lado del gran caballo marrón
la mujer se prepara para cortar un pedazo del desierto
la mujer se sienta en el metro usando su celular
la mujer se sienta en un sofá en un baño
la mujer sonriente está sentada al lado de la comida
la mujer sostiene a su gato junto a la puerta
la mujer tiene dos esquís y dos bastones de esquí
la mujer tiene un trozo de tarta en su plato
la mujer usa un casco mientras monta un caballo marrón
la mujer vestida de colores está esquiando en la nieve
la mujer y los soldados cada uno cortado en pasteles
la multitud está sentada bajo la sombrilla en la playa
la multitud vino a ver un partido de béisbol afuera
la muñeca es una mesa con dos perros de peluche
la muñeca se posa en la mesa comiendo una comida
la naranja está encajada en la rama de un árbol
la nariz de un avión se sienta en un hangar
la nieve cubre las cimas de las montañas en otoño
la niña está comiendo zanahorias en un plato de papel
la niña está de pie y mirando su teléfono celular
la niña está en su computadora portátil en su cama
la niña está esperando para probar un trozo de pastel
la niña está lista para golpear la pelota de tenis
la niña está montando la pequeña ola en su tabla
la niña está ocupada comiendo su pizza en la mesa
la niña está parada bajo un paraguas bajo la lluvia
la niña está sentada en la mesa comiendo su comida
la niña está sonriendo sosteniendo una raqueta de tenis gigante
la niña está surfeando una pequeña ola en el agua
la niña está vestida de rosa y sosteniendo un paraguas
la niña está volando por el aire sobre las camas
la niña parece estar cepillando los dientes de los niños
la niña secándose el pelo con un secador de pelo
la niña sonríe a la cámara mientras come su sándwich
la niña tiene un cepillo de dientes en la boca
la niña tiene un sándwich y otros condimentos con él
la noche cae en una calle vacía de la ciudad
la novia está alimentando al novio allí pastel de bodas
la novia sirve un trozo de tarta en su boda
